Name,Position,Weight,Height,Age,Team
Cody Mauch,OG,303,78,25,tampa-bay-buccaneers
Baker Mayfield,QB,215,73,29,tampa-bay-buccaneers
Zyon McCollum,DB,199,74,25,tampa-bay-buccaneers
Chase McLaughlin,K,190,72,28,tampa-bay-buccaneers
Jalen McMillan,WR,192,73,22,tampa-bay-buccaneers
Ryan Miller,WR,221,74,24,tampa-bay-buccaneers
Anthony Nelson,LB,271,79,27,tampa-bay-buccaneers
Royce Newman,OG,310,77,27,tampa-bay-buccaneers
Cade Otton,TE,247,77,25,tampa-bay-buccaneers
Trey Palmer,WR,190,73,23,tampa-bay-buccaneers
Michael Pratt,QB,217,74,23,tampa-bay-buccaneers
Jose Ramirez,LB,252,74,25,tampa-bay-buccaneers
Sterling Shepard,WR,194,70,31,tampa-bay-buccaneers
Justin Skule,OT,315,78,28,tampa-bay-buccaneers
Tykee Smith,DB,202,70,23,tampa-bay-buccaneers
Tavierre Thomas,DB,205,70,28,tampa-bay-buccaneers
Kyle Trask,QB,236,77,26,tampa-bay-buccaneers
Joe Tryon-Shoyinka,LB,259,77,25,tampa-bay-buccaneers
Sean Tucker,RB,205,70,23,tampa-bay-buccaneers
Vita Vea,DT,347,76,29,tampa-bay-buccaneers
Rachaad White,RB,214,72,25,tampa-bay-buccaneers
Antoine Winfield,DB,203,69,26,tampa-bay-buccaneers
SirVocea Dennis,LB,230,72,24,tampa-bay-buccaneers
Silas Dzansi,OT,335,77,26,tampa-bay-buccaneers
Chase Edmonds,RB,201,69,28,tampa-bay-buccaneers
Chris Godwin,WR,209,73,28,tampa-bay-buccaneers
Bryce Hall,DB,202,73,27,tampa-bay-buccaneers
Kameron Johnson,WR,170,70,22,tampa-bay-buccaneers
Iosua Opeta,OG,305,76,28,tampa-bay-buccaneers
Markees Watts,LB,240,73,24,tampa-bay-buccaneers
Marcus Banks,DB,190,72,24,tampa-bay-buccaneers
Jack Browning,P,190,71,23,tampa-bay-buccaneers
Marquez Callaway,WR,204,74,26,tampa-bay-buccaneers
Dallis Flowers,DB,196,73,27,tampa-bay-buccaneers
Mike Greene,DT,293,75,25,tampa-bay-buccaneers
Antonio Grier,LB,230,73,24,tampa-bay-buccaneers
Daniel Grzesiak,LB,245,73,24,tampa-bay-buccaneers
Luke Haggard,OT,305,79,24,tampa-bay-buccaneers
Dennis Houston,WR,198,73,25,tampa-bay-buccaneers
Tanner Knue,WR,178,71,25,tampa-bay-buccaneers
Lorenz Metz,OT,310,81,25,tampa-bay-buccaneers
Raiqwon O'Neal,OT,305,76,24,tampa-bay-buccaneers
Tanner Taula,TE,255,78,25,tampa-bay-buccaneers
Jake Camarda,P,193,73,25,tampa-bay-buccaneers
Keenan Isaac,DB,190,75,24,tampa-bay-buccaneers
Kaevon Merriweather,DB,207,72,24,tampa-bay-buccaneers
Ben Stille,DT,296,76,27,tampa-bay-buccaneers
Isaiah Adams,OT,316,76,24,arizona-cardinals
Budda Baker,DB,195,70,28,arizona-cardinals
Krys Barnes,LB,229,74,26,arizona-cardinals
Kelvin Beachum,OT,308,75,35,arizona-cardinals
Trey Benson,RB,223,73,22,arizona-cardinals
Joey Blount,DB,201,73,26,arizona-cardinals
Aaron Brewer,LS,232,77,34,arizona-cardinals
Evan Brown,C,320,75,28,arizona-cardinals
Baron Browning,LB,240,75,25,arizona-cardinals
Kei'Trel Clark,DE,291,74,29,arizona-cardinals
Zaven Collins,LB,260,76,25,arizona-cardinals
Trystan Colon-Castillo,OG,313,75,26,arizona-cardinals
James Conner,RB,233,73,29,arizona-cardinals
DeeJay Dallas,RB,217,70,26,arizona-cardinals
Emari Demercado,RB,215,69,25,arizona-cardinals
Victor Dimukeje,LB,262,74,25,arizona-cardinals
Greg Dortch,WR,175,67,26,arizona-cardinals
Hjalte Froholdt,OG,310,77,28,arizona-cardinals
Jon Gaines,OG,303,76,24,arizona-cardinals
Blake Gillikin,P,196,74,26,arizona-cardinals
Marvin Harrison,WR,205,76,22,arizona-cardinals
Elijah Higgins,TE,235,75,24,arizona-cardinals
Paris Johnson,OT,313,78,23,arizona-cardinals
Christian Jones,OT,318,77,24,arizona-cardinals
Naquan Jones,DT,313,75,26,arizona-cardinals
Zay Jones,WR,200,74,29,arizona-cardinals
Roy Lopez,DT,318,74,27,arizona-cardinals
Jesse Luketa,LB,253,75,25,arizona-cardinals
Trey McBride,TE,246,76,25,arizona-cardinals
Max Melton,DB,193,71,22,arizona-cardinals
Sean Murphy-Bunting,DB,195,72,27,arizona-cardinals
Kyler Murray,QB,207,70,27,arizona-cardinals
Julian Okwara,LB,250,76,26,arizona-cardinals
Owen Pappoe,LB,225,72,24,arizona-cardinals
Zach Pascal,WR,215,74,29,arizona-cardinals
Tip Reiman,TE,273,76,23,arizona-cardinals
Darius Robinson,DT,286,77,23,arizona-cardinals
Chad Ryland,K,195,72,25,arizona-cardinals
Dante Stills,DE,286,76,24,arizona-cardinals
Dadrion Taylor,DB,189,70,23,arizona-cardinals
Starling Thomas,DB,194,70,24,arizona-cardinals
Xavier Thomas,LB,244,74,24,arizona-cardinals
Jalen Thompson,DB,190,71,26,arizona-cardinals
Khyiris Tonga,DT,338,76,28,arizona-cardinals
Clayton Tune,QB,220,75,25,arizona-cardinals
Travis Vokolek,TE,260,78,26,arizona-cardinals
Xavier Weaver,WR,180,73,24,arizona-cardinals
Kyzir White,LB,234,74,28,arizona-cardinals
Garrett Williams,DB,192,70,23,arizona-cardinals
Jonah Williams,OT,305,77,27,arizona-cardinals
Mack Wilson,LB,233,73,26,arizona-cardinals
Dennis Gardeck,LB,232,72,30,arizona-cardinals
Will Hernandez,OG,332,74,29,arizona-cardinals
Elijah Jones,DB,184,74,24,arizona-cardinals
Justin Jones,DT,309,75,28,arizona-cardinals
Bilal Nichols,DT,290,76,28,arizona-cardinals
Carter O'Donnell,OT,313,77,25,arizona-cardinals
BJ Ojulari,LB,248,74,22,arizona-cardinals
Matt Prater,K,201,70,40,arizona-cardinals
Andre Baccellia,WR,175,70,27,arizona-cardinals
Anthony Brown,QB,217,73,26,arizona-cardinals
Michael Carter,RB,201,68,25,arizona-cardinals
Andre Chachere,DB,197,72,28,arizona-cardinals
Jaden Davis,LB,228,73,26,arizona-cardinals
Anthony Goodlow,DE,283,77,24,arizona-cardinals
Charlie Heck,OT,311,80,28,arizona-cardinals
Keith Ismael,C,309,75,26,arizona-cardinals
Nick Leverett,OG,310,76,27,arizona-cardinals
PJ Mustipher,DT,318,76,25,arizona-cardinals
Tejhaun Palmer,WR,210,74,24,arizona-cardinals
Ronnie Perkins,LB,253,75,25,arizona-cardinals
Bernhard Seikovits,TE,262,77,27,arizona-cardinals
Ben Stille,DT,296,76,27,arizona-cardinals
Luke Tenuta,OT,314,80,25,arizona-cardinals
Divaad Wilson,DB,195,72,24,arizona-cardinals
Jackson Barton,OT,302,79,29,arizona-cardinals
Darren Hall,DB,190,72,24,arizona-cardinals
Davis Allen,TE,245,78,23,los-angeles-rams
Chatarius Atwell,WR,165,69,25,los-angeles-rams
Steve Avila,OG,332,75,25,los-angeles-rams
Stetson Bennett,QB,190,71,27,los-angeles-rams
Bobby Brown,DT,324,76,24,los-angeles-rams
Blake Corum,RB,213,68,24,los-angeles-rams
Kamren Curl,DB,198,74,25,los-angeles-rams
Tyler Davis,DE,300,74,24,los-angeles-rams
Justin Dedich,OG,295,74,24,los-angeles-rams
Kevin Dotson,OG,321,76,28,los-angeles-rams
Decobie Durant,DB,180,71,26,los-angeles-rams
Ethan Evans,P,231,75,23,los-angeles-rams
Braden Fiske,DE,295,76,24,los-angeles-rams
Neville Gallimore,DT,307,74,27,los-angeles-rams
Jimmy Garoppolo,QB,225,74,33,los-angeles-rams
Nick Hampton,LB,235,75,24,los-angeles-rams
Rob Havenstein,OT,330,80,32,los-angeles-rams
Michael Hoecht,LB,310,76,27,los-angeles-rams
Jake Hummel,LB,235,73,25,los-angeles-rams
Alaric Jackson,OT,285,79,26,los-angeles-rams
Brennan Jackson,LB,266,76,24,los-angeles-rams
Jonah Jackson,OG,312,76,27,los-angeles-rams
Desjuan Johnson,DE,252,75,25,los-angeles-rams
Tyler Johnson,WR,205,73,26,los-angeles-rams
Joshua Karty,K,208,74,22,los-angeles-rams
Kamren Kinchens,DB,205,71,22,los-angeles-rams
Cooper Kupp,WR,208,74,31,los-angeles-rams
Quentin Lake,DB,201,73,25,los-angeles-rams
Beaux Limmer,C,307,77,23,los-angeles-rams
Hunter Long,TE,253,77,26,los-angeles-rams
Warren McClendon,OT,300,76,23,los-angeles-rams
Jaylen McCollough,DB,206,72,24,los-angeles-rams
Dylan McMahon,C,298,75,23,los-angeles-rams
Puka Nacua,WR,205,74,23,los-angeles-rams
Joseph Noteboom,OT,321,77,29,los-angeles-rams
Colby Parkinson,TE,251,79,25,los-angeles-rams
Ronnie Rivers,RB,195,69,25,los-angeles-rams
Demarcus Robinson,WR,203,73,30,los-angeles-rams
Christian Rozeboom,LB,230,74,27,los-angeles-rams
Cody Schrader,RB,214,69,25,los-angeles-rams
Xavier Smith,WR,174,69,27,los-angeles-rams
Omar Speights,LB,235,73,23,los-angeles-rams
Matthew Stafford,QB,220,75,36,los-angeles-rams
Kobie Turner,DE,288,74,25,los-angeles-rams
Jared Verse,LB,250,76,24,los-angeles-rams
Josh Wallace,DB,190,72,24,los-angeles-rams
Alex Ward,LS,240,76,25,los-angeles-rams
Jordan Whittington,WR,204,73,24,los-angeles-rams
Darious Williams,DB,187,69,31,los-angeles-rams
Kyren Williams,RB,194,69,24,los-angeles-rams
Ahkello Witherspoon,DB,195,74,29,los-angeles-rams
Charles Woods,DB,191,71,24,los-angeles-rams
Tre'Vius Hodges-Tomlinson,DB,177,69,23,los-angeles-rams
John Johnson,DB,204,72,28,los-angeles-rams
Derion Kendrick,DB,190,72,24,los-angeles-rams
Kaitori Leveston,OG,336,76,25,los-angeles-rams
Conor McDermott,OT,305,80,32,los-angeles-rams
Larrell Murchison,DT,297,74,27,los-angeles-rams
Tyler Higbee,TE,255,78,31,los-angeles-rams
AJ Arcuri,OT,320,79,27,los-angeles-rams
Quintez Cephus,WR,208,73,26,los-angeles-rams
Cory Durden,DT,292,76,25,los-angeles-rams
Tony Fields,LB,222,72,25,los-angeles-rams
Tanner Ingle,DB,179,68,25,los-angeles-rams
Quindell Johnson,DB,208,72,25,los-angeles-rams
Shaun Jolly,DB,180,69,26,los-angeles-rams
Nikola Kalinic,TE,245,76,27,los-angeles-rams
Cam Lampkin,DB,173,71,23,los-angeles-rams
Eli Neal,LB,227,72,23,los-angeles-rams
David Olajiga,DT,276,75,27,los-angeles-rams
Drake Stoops,WR,189,70,25,los-angeles-rams
Keir Thomas,LB,275,74,26,los-angeles-rams
Logan Bruss,OG,317,77,26,los-angeles-rams
Geron Christian,OT,315,77,28,los-angeles-rams
Tre'Davious White,DB,192,71,29,los-angeles-rams
Jonah Williams,DE,275,77,29,los-angeles-rams
Russ Yeast,DB,195,70,25,los-angeles-rams
Ty Zentner,P,200,74,26,los-angeles-rams
AJ Barner,TE,251,78,22,seattle-seahawks
Jake Bobo,WR,207,76,26,seattle-seahawks
Pharaoh Brown,TE,246,77,30,seattle-seahawks
Tre Brown,DB,185,70,27,seattle-seahawks
Coby Bryant,DB,193,73,25,seattle-seahawks
Zach Charbonnet,RB,214,73,23,seattle-seahawks
Charles Cross,OT,311,77,24,seattle-seahawks
Michael Dickson,P,208,74,28,seattle-seahawks
Noah Fant,DB,188,72,23,seattle-seahawks
Trevis Gipson,LB,263,76,27,seattle-seahawks
Derick Hall,LB,254,75,23,seattle-seahawks
Jaren Hall,QB,207,72,26,seattle-seahawks
Johnathan Hankins,DT,325,75,32,seattle-seahawks
Christian Haynes,OG,318,74,24,seattle-seahawks
Sam Howell,QB,220,73,24,seattle-seahawks
Rayshawn Jenkins,DB,220,73,30,seattle-seahawks
Michael Jerrell,OT,294,77,25,seattle-seahawks
Josh Jobe,DB,190,71,26,seattle-seahawks
Dre'Mont Jones,DE,281,75,27,seattle-seahawks
Ernest Jones,LB,230,74,25,seattle-seahawks
Tyrice Knight,LB,233,72,23,seattle-seahawks
Sataoa Laumea,OG,319,76,23,seattle-seahawks
Tyler Lockett,WR,182,70,32,seattle-seahawks
Julian Love,DB,195,71,26,seattle-seahawks
Abraham Lucas,OT,322,78,26,seattle-seahawks
Boye Mafe,LB,261,76,26,seattle-seahawks
Kenny McIntosh,WR,235,76,26,seattle-seahawks
Mike Morris,DE,295,78,23,seattle-seahawks
Byron Murphy,DT,306,72,22,seattle-seahawks
Jason Myers,K,190,70,33,seattle-seahawks
Patrick O'Connell,LB,227,73,25,seattle-seahawks
Ty Okada,DB,193,71,25,seattle-seahawks
Olusegun Oluwatimi,C,309,75,25,seattle-seahawks
Nehemiah Pritchett,DB,188,72,23,seattle-seahawks
Jarran Reed,DT,306,75,31,seattle-seahawks
Jerrick Reed,DB,196,69,24,seattle-seahawks
Roy Robertson-Harris,DT,268,79,31,seattle-seahawks
Josh Ross,LB,229,72,25,seattle-seahawks
Brady Russell,TE,250,75,26,seattle-seahawks
Laviska Shenault,WR,224,73,26,seattle-seahawks
Geno Smith,QB,221,75,34,seattle-seahawks
Jaxon Smith-Njigba,WR,197,72,22,seattle-seahawks
Chris Stoll,LS,255,74,26,seattle-seahawks
Jalen Sundell,C,301,77,25,seattle-seahawks
Drake Thomas,LB,228,71,24,seattle-seahawks
Laken Tomlinson,OG,323,75,32,seattle-seahawks
Kenneth Walker,RB,211,69,24,seattle-seahawks
Cody White,WR,215,75,26,seattle-seahawks
Dee Williams,DB,190,70,24,seattle-seahawks
Leonard Williams,DE,300,77,30,seattle-seahawks
Devon Witherspoon,DB,185,72,23,seattle-seahawks
Tariq Woolen,DB,210,76,25,seattle-seahawks
Anthony Bradford,OG,332,77,23,seattle-seahawks
Artie Burns,DB,187,72,29,seattle-seahawks
George Fant,OT,316,77,32,seattle-seahawks
Stone Forsythe,OT,307,80,26,seattle-seahawks
Uchenna Nwosu,LB,251,74,27,seattle-seahawks
Joshua Onujiogu,LB,252,74,26,seattle-seahawks
K'Von Wallace,DB,205,71,27,seattle-seahawks
Cameron Young,DT,304,75,24,seattle-seahawks
Miles Boykin,WR,222,76,28,seattle-seahawks
Ryan Cooper,DB,192,71,23,seattle-seahawks
McClendon Curtis,OT,325,78,25,seattle-seahawks
N'Keal Harry,WR,228,75,26,seattle-seahawks
George Holani,RB,210,71,24,seattle-seahawks
DeVere Levelston,DE,281,75,23,seattle-seahawks
Tyler Mabry,TE,247,75,28,seattle-seahawks
Kenneth Odumegwu,LB,259,78,24,seattle-seahawks
Jason Peters,OT,328,76,42,seattle-seahawks
Brandon Pili,DT,319,75,25,seattle-seahawks
Cornell Powell,WR,205,72,27,seattle-seahawks
Tyreke Smith,LB,255,75,24,seattle-seahawks
Jamie Sheriff,LB,254,73,24,seattle-seahawks
Myles Adams,DE,285,74,26,seattle-seahawks
Jerome Baker,LB,232,74,27,seattle-seahawks
Marquise Blair,DB,196,73,27,seattle-seahawks
Quinton Bohanna,DT,330,76,25,seattle-seahawks
Tyus Bowser,LB,240,74,29,seattle-seahawks
Tyrel Dodson,LB,237,72,26,seattle-seahawks
